import_country,export_country,trade,trade_prime,dist1,dist2,dist3,dist4,dist5,dist6,border,common_language,both_in_EU,both_in_EFTA,distance
1,19,-6.34920361779365,-6.34920361779365,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6339.0
1,20,-7.594742973823405,-7.594742973823405,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6872.0
2,1,-4.616195724058388,-4.616195724058388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11883.0
2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0
2,3,-4.974066691172361,-4.974066691172361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8415.0
2,4,-4.775309241845102,-4.775309241845102,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1763.0
2,5,-6.758901658625256,-6.758901658625256,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4252.0
2,6,-6.05792633308677,-6.05792633308677,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9217.0
2,7,-6.288607637595683,-6.288607637595683,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9284.0
2,8,-6.557025804367266,-6.557025804367266,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9138.0
2,9,-4.945235908350071,-4.945235908350071,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18570.0
